id,POI/street
24098,"/forum nine building imam bon"
24099,"/sema - surak"
24100,"/rs mendra surabaya pra kur sela"
24101,"/simp utara"
24102,"/laban bulan"
24103,"/ciman 7"
24104,"/green hill residence jl. rajawali sakti"
24105,"/raya pang"
24106,"/swasembada barat"
24107,"/gun stel"
24108,"/tokyo motor raja ii"
24109,"/pahl"
24110,"heavenland park/"
24111,"/warung empok raya situbondo"
24112,"/kota damai"
24113,"/sura"
24114,"/"
24115,"/cv mandiri jaya jagak"
24116,"toko velg ban pak jajang/"
24117,"/bont raya"
24118,"/cita bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana bahana"
24119,"/dwi guna. cv jend gatot subr"
24120,"/salsabilla coffee tea chocolate jati"
24121,"/keseh xii"
24122,"/jati gunt"
24123,"/komo luar jend sudi"
24124,"/kusu"
24125,"/damai i"
24126,"/cucak"
24127,"pasar senen/"
24128,"/kint baru"
24129,"/b biru vi"
24130,"/perum nuansa penatih jl. nagasari"
24131,"/jl. zam raya a"
24132,"/adas"
24133,"/santa illahi catholic school kalima"
24134,"/ten umar"
24135,"/gang dema"
24136,"/sed i"
24137,"/wahid has"
24138,"/kla ten"
24139,"/sd balikpapan ten 015 bukit sion"
24140,"/jawa"
24141,"tower sakura/"
24142,"/pep raya"
24143,"/bank mandiri ( persero tbk tbk. pt dr sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam"
24144,"/apotek delima kolonel yos suda"
24145,"musholla h. abi musa/"
24146,"/warung safinatun ' ibu oven ciganitri"
24147,"/md clothing raya cibeu"
24148,"/raya anyar"
24149,"/jl. pap perum cibeu per i"
24150,"/perm"
24151,"/bint mas resid ii"
24152,"/bar"
24153,"/kar sari"
24154,"/toko aqila dokter abd wahab hasbu"
24155,"/raya cido"
24156,"/k. utama iii"
24157,"/kedai bang jab tera putih"
24158,"toko kurniawan/"
24159,"/kyai asy '"
24160,"/suti situ"
24161,"/badan pusat statistik kabupaten ngawi truno"
24162,"/chandra building jl. karanja"
24163,"/bina lon"
24164,"/supri"
24165,"/sast"
24166,"btn puri/"
24167,"/taman engg dalam 3"
24168,"/raya wisma lidah kulon"
24169,"/como park jalan kemang timur"
24170,"/cihid"
24171,"/griya batu aji asri"
24172,"/tk puspita sari bintara raya"
24173,"/taman burung vila nusa indah 2"
24174,"/kara ten ii"
24175,"/subur toko gajah mada"
24176,"/star cell kes ban"
24177,"/"
24178,"/setia"
24179,"/andara printing perta raya"
24180,"/kem i"
24181,"/pas utara"
24182,"/buana mekar"
24183,"warung citra/"
24184,"kubu alam desa tiga/"
24185,"/dau"
24186,"/masjid al-muhajirin palem raya"
24187,"/xl center jl. laksda adisucipto"
24188,"stasiun klender/"
24189,"pasar burung warujayeng/"
24190,"/"
24191,"/pkl temanggung jend sudi"
24192,"/plaza lotus jln. raden intan"
24193,"/"
24194,"kios sanggar/"
24195,"/komplek handayani permai perhub"
24196,"/beth fresh ulan edam agung"
24197,"/gem asri viii"
24198,"/rawa kun"
24199,"warung opo ono e/"
24200,"/jl. k. h jl. kh. wahid has"
24201,"/haji yusuf"
24202,"/tuma"
24203,"/alfamart lelong sanjiwani ciptatama cipta karya"
24204,"/lor mel iii"
24205,"/haji montong"
24206,"/haji namin"
24207,"/komar lama"
24208,"/raya may"
24209,"/pizza hut agung utara"
24210,"/alfamart margas margas"
24211,"/kiara desa kiara"
24212,"/rumah potong ayam besi"
24213,"/sreng raya"
24214,"/lebak indah utara iii"
24215,"komplek permata bunda/"
24216,"/gad elok raya utara"
24217,"/play group subulus salam pla"
24218,"pakuwon trade center/"
24219,"/saha"
24220,"/bunga mekar"
24221,"/bha abri"
24222,"/warung dafa jl dama sawo kecik"
24223,"/ketin madya vii"
24224,"/hasan busana mas tanah pasir"
24225,"/metro star computer raya margo indah"
24226,"/gg. indah"
24227,"/taman ubud asri iii"
24228,"/jl. saiin"
24229,"/cahaya vete"
24230,"/gg. handayani"
24231,"/mata raya"
24232,"/raya band - sume"
24233,"/persa"
24234,"/sum pasir"
24235,"/taman puspa"
24236,"/pt. bpr mekar adisucipto raya lemb"
24237,"/nusa indah i"
24238,"/pahl"
24239,"/kios h resorts pakan ternak vete"
24240,"/salam"
24241,"/surya bala"
24242,"/com"
24243,"/pala suka karya"
24244,"/swak 1"
24245,"/suka 3"
24246,"/raya satria jaya"
24247,"/spbu asun tugu jaya perintis kem"
24248,"/berl sela"
24249,"/"
24250,"/mt. hary"
24251,"/pala bar 3"
24252,"/irig"
24253,"/ash servis motor semeru"
24254,"/perusahaan rokok cap syibyan kutai"
24255,"/bank sinarmas tbk. pt imam bon"
24256,"/kam sela"
24257,"/toko besi resorts barus berl sari"
24258,"sinar utama cell/"
24259,"/taman banten jl. angsana"
24260,"/may. klent agus kusmayadi sh"
24261,"/jl. darmo indah asri"
24262,"/bou metro ii"
24263,"/adi suma"
24264,"/mac sumba"
24265,"/pesan i"
24266,"/sd 2 purwosari kudus gang"
24267,"/menara sentraya jl. iskandarsyah raya"
24268,"/desa gro"
24269,"/pinus raya"
24270,"/kre kre"
24271,"/danau indah timur"
24272,"/trop putra mandiri cv dewi sart"
24273,"/mandiri kel. drs. h. a. silondae"
24274,"/gun sla"
24275,"/cipe ten"
24276,"kedai seven/"
24277,"/jl.m"
24278,"/komplek pptm jl. pesantren -"
24279,"/man besar 3"
24280,"/pen"
24281,"/gg. samin"
24282,"/agen best travel raya suruh"
24283,"/raya villa tange indah"
24284,"/foto copy kawan tam bayan v"
24285,"/tam dalam baru i"
24286,"/sumur bor jl. kenanga 2"
24287,"/tap"
24288,"/jl. dr. sam ratul"
24289,"/honggokusuman"
24290,"/moch fatah"
24291,"/dewi saras iv"
24292,"/jela utara c"
24293,"/toko perdana setia"
24294,"/i gusti ngu rai"
24295,"/ice cream diamond gajah laut"
24296,"/warung makan nasi timbel raya solo"
24297,"/plamo asri barat ii"
24298,"/gg. macan"
24299,"/suryo"
24300,"/tb h rahmah cadas n"
24301,"/ra balo"
24302,"/gedung bpjs kesehatan kusuma raffles regency jalan magelang"
24303,"/bukit senyum jln kuda laut"
24304,"/sla riy"
24305,"/yayasan al muslimat brig kata"
24306,"/s tubun"
24307,"/m. saidi raya, gg. riin"
24308,"perumahan wahana/"
24309,"/cemer"
24310,"/toko rama dan brilink rama cipa baru"
24311,"/mie candy brig suti"
24312,"/lin timur"
24313,"/komplek dpr jalan cibalok mutaw"
24314,"pasir muncang/"
24315,"/g vi"
24316,"/galery journey art del"
24317,"nasi uduk ibu indun/"
24318,"/bank negara indonesia jend sudi"
24319,"/gas curtain n cafe sambi"
24320,"/kuti"
24321,"/dwipa rekatama pt manun"
24322,"/jaksa agung supr"
24323,"jembatan cinangneng/"
24324,"/bona indah 3"
24325,"/"
24326,"/e i mel"
24327,"/kios manis qur'an mutiara muti boule"
24328,"rumah yusril/"
24329,"/kap muha nur"
24330,"/warung sate madura mahe"
24331,"/mar"
24332,"/"
24333,"/kap tend"
24334,"/jl. sam"
24335,"/cije 2"
24336,"/kebon duren"
24337,"/sad i"
24338,"/suka"
24339,"/bera raya"
24340,"/toko mainan treatment jend. a. yani"
24341,"/pajaj dalam"
24342,"/gal"
24343,"/raya"
24344,"musholla walisongo/"
24345,"/toko syifa pro"
24346,"/ruko scc jl. raya rungkut"
24347,"/aster ii"
24348,"/sunu ii"
24349,"/padat karya"
24350,"/raya jatiwaringin"
24351,"/abi toko jend sudi"
24352,"/del"
24353,"/"
24354,"/kelin raya"
24355,"/bukit elok"
24356,"/cemerlang gigi raya tegal"
24357,"perumahan arta usaha mandiri/"
24358,"/ale sela 1"
24359,"/seven island mie eatery kak hum a. rahman hakim"
24360,"/"
24361,"sumur bor/"
24362,"/d net sla riyadi"
24363,"/purwo"
24364,"/arena tech tech ki aju"
24365,"/maya"
24366,"/bhayangkara"
24367,"/shelter penasehat jendral sudirman"
24368,"/sho iska"
24369,"kampung sumur/"
24370,"/rama qu nangka nan utara"
24371,"/swasembada timur xviii"
24372,"/barokah 3 ud raya"
24373,"/batunu futsal batunu"
24374,"/kyai haji rais"
24375,"/c. baru 4"
24376,"/san"
24377,"/"
24378,"/sukma"
24379,"/jaya supplier kolo sugi"
24380,"/a a gede ngu"
24381,"/jumirah salon mas as saa"
24382,"/maja"
24383,"/wiroj"
24384,"/bas rach"
24385,"/brig kata"
24386,"/man"
24387,"/tanj pura"
24388,"/"
24389,"/dupak rukun"
24390,"21 sriwedari/"
24391,"/jepara dupak 4"
24392,"/nasi bakar amma jl raya bar"
24393,"/gg. mang"
24394,"/"
24395,"/puji mulya jati bantar sang"
24396,"warung sembako ma eng/"
24397,"/gg. 8"
24398,"/dwi cellular tal jambe"
24399,"/gg. tent"
24400,"/haji batong gajah mada"
24401,"/can"
24402,"/"
24403,"/"
24404,"/let supr"
24405,"/perum pondok indah pon timur indah"
24406,"/kamp sobu"
24407,"/ceng al-wh"
24408,"/raya pasar min"
24409,"/pisang mande raya nusa indah"
24410,"/banyu urip"
24411,"/usaha muda las listrik raya bukittinggi-p"
24412,"/angke jaya, gg. 3"
24413,"/yayasan budi asih suka"
24414,"/kb iman gang ulin"
24415,"/g ja"
24416,"graha pdsi/"
24417,"/baba gedo"
24418,"beras pijenan/"
24419,"/brongg pet shop & service kemang raya"
24420,"/mbah i-a amma tuban pram vii"
24421,"/manggar"
24422,"/dwara ten"
24423,"/toko sepatu braga jaya shoes alai timur"
24424,"/lapau lari kudu v"
24425,"/delta 2 serd"
24426,"/raya any"
24427,"/tam sela"
24428,"/bamb sudi"
24429,"mis pui sesuai 2/"
24430,"/kum"
24431,"/asem gede iii"
24432,"/heli karya mandiri. cv tem"
24433,"/teku umar"
24434,"/gedung pbnu jl kramat raya"
24435,"yayasan pesantren darus saa/"
24436,"/"
24437,"/rad sal i gg. i"
24438,"/salak"
24439,"/bengkel motor kop kaler"
24440,"gerakan koperasi/"
24441,"/pesantren darul arafah raya suka"
24442,"wr made muta'allimin/"
24443,"/madrasah ibtidaiyah swasta ( mis ) nurul hidayah raya pan"
24444,"/arizona cell ciwa"
24445,"/warung sela raya buyut ipis"
24446,"/smp mendra raya cile cipa"
24447,"/cahaya matahari cell let soep"
24448,"/bp3k - java bekasi square ahmad yani"
24449,"/warung makan teuku umar"
24450,"/tugu"
24451,"mis bejen/"
24452,"/wiroj"
24453,"/seblak anti galau brig sla riy"
24454,"/abah pasar raya barat"
24455,"pesantren nahdlatul ummah/"
24456,"lebah munte/"
24457,"/wisma hara"
24458,"/bank jabar banten raya seran"
24459,"/ud. h. k. mel"
24460,"/jl. bat indah ii"
24461,"/kuti 4"
24462,"/berkah makmur elektronik r e mar"
24463,"/raya puger"
24464,"terminal terpadu merak/"
24465,"/"
24466,"/sunan giri"
24467,"/pasir raya"
24468,"/wuluh iii"
24469,"/"
24470,"/kesat ix"
24471,"/ken"
24472,"/"
24473,"/suzuki clothing padjajaran"
24474,"zoya/"
24475,"/rental murah co hotel jend sudi"
24476,"/banyu urip wetan v"
24477,"/pasar assakinah jalan iskandarsyah raya"
24478,"/galur"
24479,"/gg. serua"
24480,"/raya kopo"
24481,"/toko mitra wangi 1 raya ranc"
24482,"/mulia bravo electric t pang polem"
24483,"/edu good food taman cemp i"
24484,"/warung makan ibu kartini kebumen sreng raya"
24485,"/siwa"
24486,"/pluit per 1"
24487,"/kalij ix trembesi"
24488,"/taman bukit ten"
24489,"/kebun sayur"
24490,"/"
24491,"/asia baru ramai"
24492,"/peg dua"
24493,"/koperasi surya suci"
24494,"/ag 1 cell pahl"
24495,"/dempo i"
24496,"/jetis kulon x c"
24497,"/raya sala"
24498,"sd negeri jannah oku/"
24499,"/gg. al fajar"
24500,"/maria salon hara indah"
24501,"/tang raya"
24502,"/garuda vi"
24503,"/nusan lll"
24504,"/syekh muha naw i-i"
24505,"terminal terpadu merak/"
24506,"/jagung kalimantan abdul hakim"
24507,"/mp house"
24508,"/salam"
24509,"/kantor kepala desa raya gun cupu"
24510,"/lest segar 2"
24511,"tanjuang pangka/"
24512,"/raya sukowati"
24513,"/biru"
24514,"/bas rah"
24515,"/gg. sepa"
24516,"/sat"
24517,"/kasu"
24518,"/vete sun bilu 4"
24519,"/depok manis 3"
24520,"/alfiah florist jend sudirman"
24521,"/raya pageda"
24522,"balai desa mu'min/"
24523,"/bursa mobil bsd blok b jl. bsd raya utama"
24524,"/pelangi toko ks tubun 1"
24525,"/clus ajiba"
24526,"/kebab coffee-ho tebet timur raya"
24527,"/bank mandiri babat raya babat tom desa"
24528,"pasar beringharjo lt. 2/"
24529,"/raya kapal"
24530,"/wij kus 2"
24531,"/solusi sepeda sandal raya tajem"
24532,"bale tudor/"
24533,"/jend sudi"
24534,"/alfamidi mas"
24535,"/pati"
24536,"/kebon dalem"
24537,"/kantor polisi pp loji jatim jagir wonok"
24538,"cluster sentra niaga 5/"
24539,"/"
24540,"/suma"
24541,"/pandu bubutan"
24542,"/toko alung budi mulia raya"
24543,"/kios budi supr kidul pasar nagrak"
24544,"/jl. wir iii"
24545,"/"
24546,"/indomaret haji naba i"
24547,"/penginapan keluarga madina letda suj"
24548,"/ruma makan masa padang kalpataru"
24549,"/batu"
24550,"jembatan anggrek/"
24551,"/gg. gemah ripah"
24552,"/baso mie ayam sul agung tirta"
24553,"/dok muha hatta"
24554,"/ceger raya"
24555,"/bengkel mpek motor raya deing atas"
24556,"/jend urip sumoh"
24557,"lubuk batang/"
24558,"/ahmad yani dalam"
24559,"/bukit 1"
24560,"/apotek 99 med pakam"
24561,"/gr. dja datuk bagi"
24562,"/pale"
24563,"/men ix"
24564,"/h. agus salim"
24565,"/cv. karya hutama kar"
24566,"/mawar"
24567,"/teluk aru utara"
24568,"/man"
24569,"/kali pasir 1b"
24570,"/toko aminah dr sam ratulangi"
24571,"/jend sudi"
24572,"/"
24573,"/kra 1"
24574,"/kampus tegalboto jl. kalimantan"
24575,"/perum amer latin i"
24576,"/rumah makan bu jum raya jatinom-b"
24577,"/pangk daek"
24578,"/bendi 1"
24579,"/raya ser"
24580,"/maju photo iii"
24581,"/taman sugianto jl. karanja tengah"
24582,"/vilage gad hara"
24583,"/soto sapi letda made putra"
24584,"/griya dadap est"
24585,"/nasi iii"
24586,"/kar ten timur"
24587,"/villa alun batu belig"
24588,"/anye"
24589,"/jela utama iv, gg. bayem"
24590,"/raya glem"
24591,"/sasana safinatun asa putra hos. cokr"
24592,"/haura olshop megu cilik"
24593,"/sumur bor jl. seroja 1"
24594,"/sun muara"
24595,"/kedai kopi mbah 3 dukuh menan xi"
24596,"/ren raya"
24597,"/"
24598,"/jambu air"
24599,"/tam wedi"
24600,"/sriti"
24601,"/lapa"
24602,"/yudis"
24603,"/laksa muda adi suci"
24604,"/mangg sela 9"
24605,"warung mama muta'allimin/"
24606,"/kost kary ibu ratna raya ban indah permai"
24607,"/alpu 1"
24608,"/raya mad - ngan"
24609,"/halte walk pgc naga"
24610,"/taman bermain moon jl.pelita"
24611,"/akasia"
24612,"/suyu"
24613,"/sum amal"
24614,"/pisa"
24615,"/gajah vi"
24616,"/pet cirangrang 4"
24617,"/karya murni aluminium pt moha jam"
24618,"/haji bat 4"
24619,"/anugrah phone cell suci"
24620,"/paud melati dr. sem gang 4"
24621,"/mekar jaya 1"
24622,"/gg. iv"
24623,"/kutai ii"
24624,"/pang hida"
24625,"/tk nasional insan prima cita i"
24626,"/sara"
24627,"warung jengkol/"
24628,"/asr zeni"
24629,"/andik mas pt selat mad"
24630,"/cabe iii"
24631,"taman modernland/"
24632,"/paku ujung"
24633,"/angg iv"
24634,"/pan indah sela i"
24635,"/wono per sela x"
24636,"/prabu geu ulun"
24637,"/duta mutiara kuw raya kle"
24638,"/gang gumi 8"
24639,"/insi sut"
24640,"lubuk baja/"
24641,"/cipeu"
24642,"/empu tan"
24643,"/rs. fatma raya"
24644,"/amd x"
24645,"/diamond net jaksa agung r supr"
24646,"/pete barat"
24647,"/tegal amba"
24648,"/danau agung 6"
24649,"/abang ade rawa simp"
24650,"perumahan graha pratama/"
24651,"/raw tim v"
24652,"/gam anom"
24653,"karang menjangan 3/"
24654,"/toko madura online r. e. martad"
24655,"/poros property - angg"
24656,"/gg. viii"
24657,"/pom mini raya kal"
24658,"/suka"
24659,"/pi"
24660,"/raya pena"
24661,"/wij mulyo"
24662,"/cil i"
24663,"/asem iiia"
24664,"/asian high 2"
24665,"/cile raya"
24666,"/raya cibar"
24667,"/kampus dalam ipb jln balad"
24668,"/griya puspita indah indoraya lt. 2 setia kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa kawan rawa"
24669,"/wij kus"
24670,"/visa cafe seruni"
24671,"/haji taif"
24672,"pkl sepatu bu tuti/"
24673,"/desa sukam"
24674,"/toko alip komp tanj pan"
24675,"/raya"
24676,"/jl pd kel raya"
24677,"/warung makan doa ibu raya ser"
24678,"/"
24679,"/gnc kali pompa"
24680,"/sin 6"
24681,"/gang awi"
24682,"/"
24683,"/nasi 1"
24684,"/masjid gentong mun"
24685,"/musik 9"
24686,"/gracia sanggar senam"
24687,"/utama iii"
24688,"/graha intikom jl. kuningan barat ii"
24689,"/perm timur 2 3"
24690,"/"
24691,"joker cell/"
24692,"komplek puri citra/"
24693,"/kebon ii"
24694,"/jenny cell gajah mada"
24695,"/gg. mesir"
24696,"/warung q.z raya serang-cibarusah"
24697,"/toko putri budi mulia utara"
24698,"/gg. kan 3"
24699,"/ud. jero ubud cemp"
24700,"/kepu timur jaya"
24701,"/warung penyet masbagik-prin"
24702,"/raya villa bek indah"
24703,"/cend vi"
24704,"/bukit bari i"
24705,"/toko cahaya bintang abadi"
24706,"/"
24707,"/pan indah timur"
24708,"/"
24709,"/"
24710,"/pesona keripik residence mak"
24711,"/raya denp"
24712,"/sabana kaos solusi bumi tam per"
24713,"/kali duren ii"
24714,"/nn"
24715,"/tam bung gg. vi"
24716,"/jl. pakis gn. i, gg. lang"
24717,"/pt ulfa rizqi bilal ujung"
24718,"/gang merpati"
24719,"/asia afr"
24720,"/ir. ha jua"
24721,"/patti"
24722,"/adi suci"
24723,"/tebet barat dalam x"
24724,"pasar kranji/"
24725,"/m tham"
24726,"/warung kopi mak yamaha raya pekuta"
24727,"/menja iii a"
24728,"warung makan pak supa/"
24729,"madrasah diniyah thoriqul pesisir/"
24730,"/raya lin timur"
24731,"/candi lontar iv"
24732,"/"
24733,"/jaya service gatot subr"
24734,"/pulau we beji"
24735,"/mitra steel mahk"
24736,"/kebon man"
24737,"java cell/"
24738,"/emer 3 must gra"
24739,"/"
24740,"/taman segitiga jl. gorontalo raya"
24741,"/g ser"
24742,"/haji musa"
24743,"/warung bakso hj martini suka dana"
24744,"/muti gad"
24745,"/"
24746,"/toko barokah sunan kudus"
24747,"/toko baju astuti pasar ped hiu"
24748,"/meja sayur wawan kelapa laut"
24749,"/"
24750,"/rb siag"
24751,"/"
24752,"/jend sudi"
24753,"/kali barat ia, gg. pasar"
24754,"/tebah 1"
24755,"/panti asu"
24756,"/batu"
24757,"/"
24758,"/bank negara indonesia encep kartawiria"
24759,"/gang swad"
24760,"/gg. makam"
24761,"/harapan motor toko kebon jeruk 9"
24762,"/rm padang simpang raya hayam wuruk"
24763,"/terr gar"
24764,"/ahmad yani timur"
24765,"/gg. cen 3"
24766,"/perum alifa jalan sentosa"
24767,"masjid jami ' al-barokah/"
24768,"/pahl"
24769,"/"
24770,"/san murni 828 harapan tani 2"
24771,"/b pekerja raya wrin anom"
24772,"/mus"
24773,"/dokter yogi kele pasir abi damai"
24774,"jembatan kota/"
24775,"/"
24776,"/darmo"
24777,"/jl. amat wak wak jl. purnomosidi"
24778,"/pluto hills residence jl. pluto dalam 2"
24779,"/teluk kumai timur"
24780,"/kena 1"
24781,"/perum buana indah"
24782,"/rung menan hara"
24783,"/toko jumh baut raya soek hatta"
24784,"/gg. kerta pura iv"
24785,"/ruko grand galaxy city boule raya jaka"
24786,"/gang fatimah"
24787,"/tipar cak"
24788,"food plaza/"
24789,"/pasir"
24790,"mi swasta nahdlatul ulama )/desa pakis jajar"
24791,"/jend a yani"
24792,"/jagas"
24793,"/"
24794,"/wij kus iii"
24795,"/tam asri gg. v"
24796,"/raya bambe"
24797,"/"
24798,"ma swasta ranto rahmatan/"
24799,"/"
24800,"/699 cafe sari wates indah"
24801,"/cisi sark"
24802,"garuda cukur barbershop barbershop/"
24803,"/pel"
24804,"mm/"
24805,"perumahan golden land/"
24806,"/haji kas"
24807,"/bun"
24808,"/rm sederhana raden saleh"
24809,"/haji mard"
24810,"/baba raya"
24811,"/forum nine jl. imam bonjol"
24812,"/plat 3"
24813,"/kisai i"
24814,"/gajah mada"
24815,"/kem anye 3"
24816,"/bran dj 12"
24817,"/bayu cell sunan kali baru"
24818,"musholla spbu bener/"
24819,"/baloi imp"
24820,"/griya meja baru 3"
24821,"ruko gading kirana/"
24822,"/sisin"
24823,"/pon manis"
24824,"/pt bestow raya bromo"
24825,"/kayu tangi sela"
24826,"/jat vi"
24827,"makam mendra fauzan/"
24828,"/pelab ii"
24829,"/posyandu balqis sentra ananda vi"
24830,"/jln k.h moh mutaw nur"
24831,"/dip"
24832,"/raya band"
24833,"/raya south timur"
24834,"/purb"
24835,"/gg. klp. gad"
24836,"/warung kepot kuti sela i"
24837,"cv aneka ragam/"
24838,"/usaha sandal antar ala"
24839,"/serd baru i"
24840,"/perusahaan roti karya boga family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family"
24841,"/toko ibu marni raya jab gantiw"
24842,"/swad ujung"
24843,"komplek pelni depok/"
24844,"/tanah abang"
24845,"/gg. c"
24846,"/gg. bima"
24847,"paud as syah/"
24848,"/"
24849,"/bas"
24850,"/raya pan"
24851,"/buana per i"
24852,"/tupa"
24853,"/bengkel maranatha ratu diba"
24854,"/taman bukit indah iv"
24855,"/way 's cafe kh has asyari"
24856,"masjid harti islam/"
24857,"pasar senen/"
24858,"/gajah mada"
24859,"/g 5"
24860,"asrama mahasiswa ui/"
24861,"/komp hi.b"
24862,"/sem"
24863,"/tand"
24864,"/komplek kpkb jayani"
24865,"/"
24866,"/kali abang teng gg. abri"
24867,"/jemb ogan"
24868,"/griya asri 2"
24869,"/cire indah i"
24870,"/kamp buaran"
24871,"/g. pulo"
24872,"/raya kendangsari"
24873,"/pasar swalayan jl. duta harapan indah"
24874,"/jela utara"
24875,"/wisma monex jl. asia afrika"
24876,"/khat 1"
24877,"/apotek bersaudara dr. sut"
24878,"/sumi sanj amd kap halim"
24879,"kebun nyiur/"
24880,"pt perta hulu energi west madura universitas/"
24881,"/raya pasar kemis"
24882,"/"
24883,"/mas al - husna"
24884,"/perum villa dago tol"
24885,"/kuala mas i"
24886,"/indo kangen water graha muti indah"
24887,"/gub jaya ii ka"
24888,"/hidup damai baru"
24889,"/pad 9"
24890,"/pogot gg. vii"
24891,"/edelweiss bule utara kelapa gad"
24892,"/pen barat ii"
24893,"/kubis ii"
24894,"/gg. dd 1"
24895,"/k h hasbu"
24896,"/marbella kemang residence jl. bangka raya"
24897,"/simp 4"
24898,"/gg. kar i"
24899,"/taman cima raya"
24900,"/tak"
24901,"/sul agung"
24902,"/cika sel. cika sela"
24903,"/satan"
24904,"/flash meubel let jamin gint"
24905,"/angg lili ii"
24906,"/keba"
24907,"/bakso subagio wonosari raya pawi"
24908,"/simp borob"
24909,"/kh krem"
24910,"/international optik dr set"
24911,"/kh has ash"
24912,"/jela utama raya"
24913,"/bidar xii"
24914,"/manjah"
24915,"/dewi gordyn saleh abbas"
24916,"/jl bagus oka gg. ida bagus"
24917,"/h. mad"
24918,"/teuku umar"
24919,"/fatma"
24920,"/pom mini teru pem"
24921,"ksu mendra mak/"
24922,"/refor"
24923,"/rang"
24924,"luna fashion/"
24925,"/sako raya"
24926,"/sumber yakin ujung pand"
24927,"/lebak kan"
24928,"/dukuh i"
24929,"/lahan carefour dua dua putri bau mass"
24930,"/komp smk pandu raya cibungb"
24931,"/gg. h. z."
24932,"/apotek 3r klinik r. a. kosasih"
24933,"/plaza bri jln. basuki rahmat"
24934,"/"
24935,"/jl. ilham ruko"
24936,"/mawar ra"
24937,"regency permata/"
24938,"/man besar 5"
24939,"/raya pos pengu"
24940,"/"
24941,"/sd negeri 77 jend ahmad yani"
24942,"/adine"
24943,"/arah nias utara"
24944,"/haji ambas"
24945,"/biola raya"
24946,"/gg. ii"
24947,"perumahan satya asri/"
24948,"/adi suma"
24949,"/benda barat"
24950,"/swad raya"
24951,"/midi utung sudi"
24952,"/annida laundry teru ciga"
24953,"/pt bpr sio hutama dukuh kup"
24954,"/laundry raya denpasar-g"
24955,"/raya fasco - ploso"
24956,"/sinar gemilang po mohammad yamin"
24957,"/jl. jaka f"
24958,"/pradana i"
24959,"mom clean jasa laundry dan cuci kiloan/"
24960,"wisata jati park/"
24961,"/will iska"
24962,"terminal terpadu merak/"
24963,"/pos polisi ziyaadah raya ceme"
24964,"/pelita tea amma cipa"
24965,"/mawar"
24966,"/valen cellular raya setu ban gebang"
24967,"/hang nadim"
24968,"/gg. pasan"
24969,"/ara"
24970,"/pan iv"
24971,"/gabus 3"
24972,"/"
24973,"/paradise resort jl. aria putra"
24974,"/pem iv, gg. merp i"
24975,"/halal mart sma 14 barat ii"
24976,"/toko saudara jaya cell elektronik mal baru"
24977,"mts negeri borobudur 234/"
24978,"/mm pasar modern modern paramount paramount paramount"
24979,"/komplek rbc jl. riau"
24980,"/nn"
24981,"warkop pemancingan daksa nuning/"
24982,"klinik umum pratama/"
24983,"/"
24984,"stasiun surabaya kota/"
24985,"/sun kap 1"
24986,"/kawasan berikat nusantara jl.engku"
24987,"/komplek nag city center"
24988,"/gun gg.3 ari i"
24989,"/may sung"
24990,"/bukit asri raya"
24991,"/ged batu ten iv"
24992,"/bright - food dan drink negla"
24993,"/selow"
24994,"/rung indu 3"
24995,"pondok pesantren as sakinah/"
24996,"/cile timur"
24997,"/naga"
24998,"/kh. wahid hasyim"
24999,"/bromo"
25000,"/raya pra"
25001,"/purnama cell kapas madya iv f"
25002,"/bas rah"
25003,"/pluit sakti vii"
25004,"/kar turi"
25005,"perumahan negeri sakti persada/"
25006,"/wukir"
25007,"/pintu air ii"
25008,"/catering diesel lintang treng iii"
25009,"/jela utama raya"
25010,"ud. arol/"
25011,"/man v"
25012,"/outlet sepatu bata bata simp lima"
25013,"/ciu"
25014,"/selat sumba"
25015,"/sutan syah"
25016,"/may d i. panja"
25017,"/jl. kali"
25018,"/"
25019,"/wiroj viii"
25020,"/edu citra injili kari jawa"
25021,"/kap kasi"
25022,"/buntu"
25023,"/apotik libra mayor oking"
25024,"/jl. kel ceng barat i"
25025,"/bengkel las muta'allimin medan-b"
25026,"/warung mie ayam mulut mandor samin"
25027,"/mayor salim batu"
25028,"komplek puri citra/"
25029,"/taman kompleks iapco jl. kemang timur"
25030,"/m daud"
25031,"/dinamika era pembangunan. pt raja"
25032,"/panin bank pt tbk minang barat"
25033,"gmi gloria merak jingga/"
25034,"/warung bude perum taman alam"
25035,"/lele raya"
25036,"/yos suda"
25037,"/"
25038,"/s. ser"
25039,"/kantin 147 rusunawa hono raya"
25040,"/raya baba candra"
25041,"/ceria toko mang"
25042,"/pringg"
25043,"/pon jaya"
25044,"/"
25045,"/kyai haji wahab cha"
25046,"/sut del iv"
25047,"/"
